id,wiek,plec,staz_pracy_lat,typ_instytucji,stanowisko,pyt1_korzysci_ai,pyt2_obawy_ai,pyt3_przyszlosc,pyt1_dlugosc,pyt2_dlugosc,pyt3_dlugosc,jezyk
52,55,M,30,archiwum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
53,45,K,20,muzeum,kierownik,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
54,54,K,13,muzeum,bibliotekarz,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
55,57,K,31,biblioteka_publiczna,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
56,28,K,4,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
57,34,K,29,biblioteka_publiczna,katalogujacy,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
58,24,K,28,muzeum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
59,31,M,27,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
60,31,K,18,archiwum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
61,41,K,33,archiwum,bibliotekarz,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
62,40,M,16,biblioteka_publiczna,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
63,31,M,33,biblioteka_publiczna,informatyk,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
64,47,K,38,biblioteka_akademicka,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
65,65,K,5,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
66,63,K,24,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
67,32,K,30,biblioteka_akademicka,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
68,22,K,9,biblioteka_akademicka,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
69,22,M,3,archiwum,kierownik,"AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.",44,44,44,pl
70,59,K,4,biblioteka_publiczna,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
71,44,K,19,biblioteka_akademicka,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
72,24,M,17,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
73,41,K,36,biblioteka_publiczna,inny,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
74,25,M,8,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
75,31,K,22,biblioteka_publiczna,bibliotekarz,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,99,99,99,pl
76,55,M,24,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
77,44,M,18,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
78,59,M,10,biblioteka_akademicka,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
79,31,K,14,biblioteka_akademicka,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
80,31,K,26,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
81,45,K,15,archiwum,kierownik,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
82,53,K,38,archiwum,katalogujacy,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
83,63,K,18,biblioteka_akademicka,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
84,45,K,29,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
85,63,M,33,archiwum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
86,64,K,25,biblioteka_akademicka,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
87,27,K,22,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
88,65,M,17,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
89,32,K,13,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
90,56,K,15,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
91,29,K,37,biblioteka_publiczna,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
92,58,K,40,biblioteka_publiczna,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
93,32,K,22,biblioteka_akademicka,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
94,60,M,9,muzeum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
95,41,K,7,muzeum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
96,32,K,38,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
97,52,K,19,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
98,24,K,7,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
